node_id,score
322502,693440.1729
206017,669161.4564
99870,552886.5147
25840,537870.7501
875879,395637.0814
874574,387664.5567
768100,270418.4913
703426,264990.0052
138647,221579.0771
608395,213282.683
46853,193470.5635
914808,183623.7957
918034,180335.4735
257155,172372.1643
714613,165728.9723
359317,159818.4321
483140,153643.2241
658253,153280.7902
604988,146035.8312
330964,137675.6224
